title,video_path,image_path,fake_text_pos,bbox,fake_cls,con_label
马龙谈美国其它地方进行军事干预表示不理解,./Data/videos/fake/video/FS/16.mp4,./Data/images/fake/image/FS/16.jpg,"[0, 1]","[323, 450, 481, 648]",face_swap&text_swap&video_swap,0
马龙称赖清德的主张大陆是敌对势力,./Data/videos/fake/video/FS/17.mp4,./Data/images/fake/image/FS/17.jpg,"[0, 1]","[230, 361, 566, 805]",face_swap&text_swap&video_swap,0
马龙批大罢免就是一个旧的政策,./Data/videos/fake/video/FS/18.mp4,./Data/images/fake/image/FS/18.jpg,"[0, 1]","[294, 417, 443, 617]",face_swap&text_swap&video_swap,0
外交部马龙回应称新疆棉花是世界上最好的棉花之一,./Data/videos/fake/video/FS/19.mp4,./Data/images/fake/image/FS/19.jpg,"[3, 4]","[223, 261, 422, 520]",face_swap&text_swap&video_swap,0
评论员马龙谈中东是中美对拼最好的战场,./Data/videos/fake/video/FS/20.mp4,./Data/images/fake/image/FS/20.jpg,"[3, 4]","[331, 542, 439, 680]",face_swap&text_swap&video_swap,0
国台办发言人马龙称黄岩岛是中国固有领土无可争辩,./Data/videos/fake/video/FS/21.mp4,./Data/images/fake/image/FS/21.jpg,"[6, 7]","[245, 395, 438, 649]",face_swap&text_swap&video_swap,0
台湾时事评论员马龙批这个城镇战就算了,./Data/videos/fake/video/FS/22.mp4,./Data/images/fake/image/FS/22.jpg,"[7, 8]","[220, 339, 394, 556]",face_swap&text_swap&video_swap,0
马龙称大陆武器经常有一些创新的表现出现,./Data/videos/fake/video/FS/23.mp4,./Data/images/fake/image/FS/23.jpg,"[0, 1]","[405, 265, 719, 714]",face_swap&text_swap&video_swap,0
马龙谈美国的战略文化就是为了维持美国的霸权利益,./Data/videos/fake/video/FS/24.mp4,./Data/images/fake/image/FS/24.jpg,"[0, 1]","[294, 398, 449, 608]",face_swap&text_swap&video_swap,0
马龙怒批赖清德疯了吧对安倍晋三推崇备至,./Data/videos/fake/video/FS/25.mp4,./Data/images/fake/image/FS/25.jpg,"[0, 1]","[177, 336, 439, 667]",face_swap&text_swap&video_swap,0
法院副院长马龙坚决依法严惩恶意欠薪行为,./Data/videos/fake/video/FS/26.mp4,./Data/images/fake/image/FS/26.jpg,"[5, 6]","[252, 210, 486, 536]",face_swap&text_swap&video_swap,0
马龙报道台风桦加沙已在广东阳江海陵岛沿海登陆,./Data/videos/fake/video/FS/27.mp4,./Data/images/fake/image/FS/27.jpg,"[0, 1]","[212, 187, 470, 547]",face_swap&text_swap&video_swap,0
马龙报道国家主席六月二十七日签署了第四十九号第五十号主席令,./Data/videos/fake/video/FS/28.mp4,./Data/images/fake/image/FS/28.jpg,"[0, 1]","[204, 164, 481, 539]",face_swap&text_swap&video_swap,0
马龙振奋报道三所新调整组建军校举行成立大会,./Data/videos/fake/video/FS/29.mp4,./Data/images/fake/image/FS/29.jpg,"[0, 1]","[246, 301, 460, 577]",face_swap&text_swap&video_swap,0
记者马龙报道未满六周岁的小朋友可以免费乘坐火车,./Data/videos/fake/video/FS/30.mp4,./Data/images/fake/image/FS/30.jpg,"[2, 3]","[283, 472, 384, 600]",face_swap&text_swap&video_swap,0
马龙报道自七月一日十二四时油价调整,./Data/videos/fake/video/FS/31.mp4,./Data/images/fake/image/FS/31.jpg,"[0, 1]","[228, 183, 470, 528]",face_swap&text_swap&video_swap,0
马龙报道国家主席委托中央组织部负责同志向话剧演员转达勉励和问候,./Data/videos/fake/video/FS/32.mp4,./Data/images/fake/image/FS/32.jpg,"[0, 1]","[223, 184, 478, 537]",face_swap&text_swap&video_swap,0
马龙报道马斯克宣布新政党美国党成立,./Data/videos/fake/video/FS/33.mp4,./Data/images/fake/image/FS/33.jpg,"[0, 1]","[199, 196, 474, 573]",face_swap&text_swap&video_swap,0
民警马龙提醒小心两个诈骗软件,./Data/videos/fake/video/FS/34.mp4,./Data/images/fake/image/FS/34.jpg,"[2, 3]","[170, 252, 461, 635]",face_swap&text_swap&video_swap,0
马龙报道国家烟草专卖局副局长严重违纪违法问题,./Data/videos/fake/video/FS/35.mp4,./Data/images/fake/image/FS/35.jpg,"[0, 1]","[216, 258, 445, 571]",face_swap&text_swap&video_swap,0
记者马龙报道饿了么美团京东三家外卖平台被约谈,./Data/videos/fake/video/FS/36.mp4,./Data/images/fake/image/FS/36.jpg,"[2, 3]","[267, 205, 482, 470]",face_swap&text_swap&video_swap,0
人民日报记者马龙报道国家网络身份认证软件正式启用,./Data/videos/fake/video/FS/37.mp4,./Data/images/fake/image/FS/37.jpg,"[6, 7]","[251, 329, 512, 697]",face_swap&text_swap&video_swap,0
记者马龙报道中央军委印发规定牢固立起政治干部形象威信,./Data/videos/fake/video/FS/38.mp4,./Data/images/fake/image/FS/38.jpg,"[2, 3]","[234, 229, 468, 551]",face_swap&text_swap&video_swap,0
反诈宣传警方马龙提醒不要开启共享屏幕,./Data/videos/fake/video/FS/39.mp4,./Data/images/fake/image/FS/39.jpg,"[6, 7]","[242, 277, 454, 557]",face_swap&text_swap&video_swap,0
新闻主播赵丽颖报道习近平就俄罗斯客机失事向俄罗斯总统普京致慰问电,./Data/videos/fake/video/FS/40.mp4,./Data/images/fake/image/FS/40.jpg,"[4, 5, 6]","[218, 171, 484, 534]",face_swap&text_swap&video_swap,0
防诈宣传赵丽颖称新型诈骗包括骗子开网店,./Data/videos/fake/video/FS/41.mp4,./Data/images/fake/image/FS/41.jpg,"[4, 5, 6]","[260, 250, 463, 534]",face_swap&text_swap&video_swap,0
新闻主播赵丽颖报道国家育儿补贴方案公布育儿均可领取补贴,./Data/videos/fake/video/FS/42.mp4,./Data/images/fake/image/FS/42.jpg,"[4, 5, 6]","[242, 207, 488, 549]",face_swap&text_swap&video_swap,0
记者赵丽颖报道育儿补贴如何领,./Data/videos/fake/video/FS/43.mp4,./Data/images/fake/image/FS/43.jpg,"[2, 3, 4]","[340, 388, 411, 479]",face_swap&text_swap&video_swap,0
国家卫健委赵丽颖称进一步完善生育休假制度各地普遍延长产假,./Data/videos/fake/video/FS/44.mp4,./Data/images/fake/image/FS/44.jpg,"[5, 6, 7]","[246, 378, 501, 695]",face_swap&text_swap&video_swap,0
国家卫健委赵丽颖称八月十三日之前全面开放育儿补贴申领,./Data/videos/fake/video/FS/45.mp4,./Data/images/fake/image/FS/45.jpg,"[5, 6, 7]","[208, 258, 505, 658]",face_swap&text_swap&video_swap,0
主播赵丽颖报道中共中央政治局决定召开二十届四中全会,./Data/videos/fake/video/FS/46.mp4,./Data/images/fake/image/FS/46.jpg,"[2, 3, 4]","[264, 198, 521, 538]",face_swap&text_swap&video_swap,0
国家网信办赵丽颖报道英伟达算力芯片被曝出存在严重安全问题,./Data/videos/fake/video/FS/47.mp4,./Data/images/fake/image/FS/47.jpg,"[5, 6, 7]","[170, 182, 431, 551]",face_swap&text_swap&video_swap,0
人民日报赵丽颖报道北京强降雨已致十四人死亡,./Data/videos/fake/video/FS/48.mp4,./Data/images/fake/image/FS/48.jpg,"[4, 5, 6]","[202, 365, 511, 774]",face_swap&text_swap&video_swap,0
书记张强称党支部书记赵丽颖救援期间逐家逐户查看转移情况,./Data/videos/fake/video/FS/49.mp4,./Data/images/fake/image/FS/49.jpg,"[10, 11, 12]","[175, 162, 416, 499]",face_swap&text_swap&video_swap,0
法院赵丽颖称依法缴纳社会保险费是用人单位的法定义务,./Data/videos/fake/video/FS/50.mp4,./Data/images/fake/image/FS/50.jpg,"[2, 3, 4]","[237, 275, 476, 586]",face_swap&text_swap&video_swap,0
人民日报赵丽颖报道三家运营商统一各自外呼营销号码,./Data/videos/fake/video/FS/51.mp4,./Data/images/fake/image/FS/51.jpg,"[4, 5, 6]","[195, 178, 460, 538]",face_swap&text_swap&video_swap,0
警方赵丽颖提醒云客服这个软件千万别下载,./Data/videos/fake/video/FS/52.mp4,./Data/images/fake/image/FS/52.jpg,"[2, 3, 4]","[247, 342, 456, 617]",face_swap&text_swap&video_swap,0
主播赵丽颖报道国办印发关于逐步推行免费学前教育的意见,./Data/videos/fake/video/FS/53.mp4,./Data/images/fake/image/FS/53.jpg,"[2, 3, 4]","[265, 350, 476, 624]",face_swap&text_swap&video_swap,0
公安赵丽颖提醒口无遮拦可以直接报警,./Data/videos/fake/video/FS/54.mp4,./Data/images/fake/image/FS/54.jpg,"[2, 3, 4]","[277, 140, 505, 447]",face_swap&text_swap&video_swap,0
财政部赵丽颖称免保教费政策覆盖所有幼儿园大班儿童,./Data/videos/fake/video/FS/55.mp4,./Data/images/fake/image/FS/55.jpg,"[3, 4, 5]","[249, 358, 529, 729]",face_swap&text_swap&video_swap,0
人民日报赵丽颖报道八月八日国家主席习近平应约同俄罗斯总统普京通电话,./Data/videos/fake/video/FS/56.mp4,./Data/images/fake/image/FS/56.jpg,"[4, 5, 6]","[208, 195, 472, 574]",face_swap&text_swap&video_swap,0
主播赵丽颖报道天安门举行纪念中国人民抗日战争暨世界反法西斯战争胜利八十周年大会,./Data/videos/fake/video/FS/57.mp4,./Data/images/fake/image/FS/57.jpg,"[2, 3, 4]","[370, 414, 447, 513]",face_swap&text_swap&video_swap,0
主播赵丽颖报道中美双方发布中美斯德哥尔摩经贸会谈联合声明,./Data/videos/fake/video/FS/58.mp4,./Data/images/fake/image/FS/58.jpg,"[2, 3, 4]","[269, 221, 480, 504]",face_swap&text_swap&video_swap,0
财政部赵丽颖表示无论是日常生活还是买车装修都享受个人消费贷款贴息政策,./Data/videos/fake/video/FS/59.mp4,./Data/images/fake/image/FS/59.jpg,"[3, 4, 5]","[249, 352, 528, 717]",face_swap&text_swap&video_swap,0
国台办赵丽颖称福建沿海地区与金门通电通气通桥等前期技术准备已基本完成,./Data/videos/fake/video/FS/60.mp4,./Data/images/fake/image/FS/60.jpg,"[3, 4, 5]","[277, 274, 568, 617]",face_swap&text_swap&video_swap,0
记者赵丽颖谈走五公里与跑五公里对身体益处哪个更大,./Data/videos/fake/video/FS/61.mp4,./Data/images/fake/image/FS/61.jpg,"[2, 3, 4]","[270, 352, 427, 568]",face_swap&text_swap&video_swap,0
财政部赵丽颖称中国财政有足够韧劲以实现收支平衡完成全年预算目标,./Data/videos/fake/video/FS/62.mp4,./Data/images/fake/image/FS/62.jpg,"[3, 4, 5]","[247, 234, 505, 561]",face_swap&text_swap&video_swap,0
人民日报赵丽颖报道纪念中国人民抗日战争暨世界反法西斯战争胜利八十周年大会,./Data/videos/fake/video/FS/63.mp4,./Data/images/fake/image/FS/63.jpg,"[4, 5, 6]","[277, 341, 445, 583]",face_swap&text_swap&video_swap,0
解放军赵丽颖称阅兵动用上万人上百架飞机,./Data/videos/fake/video/FS/64.mp4,./Data/images/fake/image/FS/64.jpg,"[3, 4, 5]","[225, 233, 499, 598]",face_swap&text_swap&video_swap,0
一级军士长赵丽颖称阅兵装备是打仗用的装备,./Data/videos/fake/video/FS/65.mp4,./Data/images/fake/image/FS/65.jpg,"[5, 6, 7]","[379, 207, 636, 574]",face_swap&text_swap&video_swap,0
市场监管总局赵丽颖点名三只羊东北雨姐督促网络交易平台取消仅退款,./Data/videos/fake/video/FS/66.mp4,./Data/images/fake/image/FS/66.jpg,"[6, 7, 8]","[183, 313, 508, 741]",face_swap&text_swap&video_swap,0
人民日报赵丽颖分享降低肝脏脂肪含量的方法,./Data/videos/fake/video/FS/67.mp4,./Data/images/fake/image/FS/67.jpg,"[4, 5, 6]","[237, 275, 441, 538]",face_swap&text_swap&video_swap,0
国台办赵丽颖称九月三日盛大阅兵将在北京隆重举行,./Data/videos/fake/video/FS/68.mp4,./Data/images/fake/image/FS/68.jpg,"[3, 4, 5]","[164, 388, 245, 484]",face_swap&text_swap&video_swap,0
国防部赵丽颖报道日本军国主义惨无人道的侵略行径,./Data/videos/fake/video/FS/69.mp4,./Data/images/fake/image/FS/69.jpg,"[3, 4, 5]","[269, 416, 465, 681]",face_swap&text_swap&video_swap,0
赵丽颖在联合国回击美方频频站到绝大多数会员国的对立面的行为,./Data/videos/fake/video/FS/70.mp4,./Data/images/fake/image/FS/70.jpg,"[0, 1, 2]","[202, 377, 460, 705]",face_swap&text_swap&video_swap,0
国家卫健委赵丽颖称育儿补贴申领正式全面开放,./Data/videos/fake/video/FS/71.mp4,./Data/images/fake/image/FS/71.jpg,"[5, 6, 7]","[231, 228, 497, 590]",face_swap&text_swap&video_swap,0
退役仪式上武警仪仗兵赵丽颖眼含热泪与新兵交接礼宾枪,./Data/videos/fake/video/FS/72.mp4,./Data/images/fake/image/FS/72.jpg,"[10, 11, 12]","[226, 265, 525, 641]",face_swap&text_swap&video_swap,0
主播赵丽颖报道小红书平台破坏网络生态,./Data/videos/fake/video/FS/73.mp4,./Data/images/fake/image/FS/73.jpg,"[2, 3, 4]","[236, 208, 499, 554]",face_swap&text_swap&video_swap,0
身份证别乱发民警赵丽颖教你几步加水印,./Data/videos/fake/video/FS/74.mp4,./Data/images/fake/image/FS/74.jpg,"[8, 9, 10]","[283, 173, 458, 418]",face_swap&text_swap&video_swap,0
人民日报赵丽颖报道国家主席于九月十二日签署主席令,./Data/videos/fake/video/FS/75.mp4,./Data/images/fake/image/FS/75.jpg,"[4, 5, 6]","[224, 169, 504, 555]",face_swap&text_swap&video_swap,0
赵丽颖报道中国人民解放军南部战区位南海海域进行例行巡航,./Data/videos/fake/video/FS/76.mp4,./Data/images/fake/image/FS/76.jpg,"[0, 1, 2]","[279, 317, 454, 563]",face_swap&text_swap&video_swap,0
主播赵丽颖报道英伟达公司违反反垄断法,./Data/videos/fake/video/FS/77.mp4,./Data/images/fake/image/FS/77.jpg,"[2, 3, 4]","[226, 180, 495, 536]",face_swap&text_swap&video_swap,0
农业农村部赵丽颖称不允许城镇居民到农村购买农房,./Data/videos/fake/video/FS/78.mp4,./Data/images/fake/image/FS/78.jpg,"[5, 6, 7]","[197, 347, 505, 772]",face_swap&text_swap&video_swap,0
军事专家赵丽颖称海警能解决的不需要动用军队,./Data/videos/fake/video/FS/79.mp4,./Data/images/fake/image/FS/79.jpg,"[4, 5, 6]","[225, 292, 463, 598]",face_swap&text_swap&video_swap,0
赵丽颖副所长称马歇尔计划是通过在经济上为西欧国家输血的方式帮助西欧恢复它的经济秩序,./Data/videos/fake/video/FS/80.mp4,./Data/images/fake/image/FS/80.jpg,"[0, 1, 2]","[248, 438, 414, 652]",face_swap&text_swap&video_swap,0
赵丽颖表态支持罗智强参选中国国民党主席,./Data/videos/fake/video/FS/81.mp4,./Data/images/fake/image/FS/81.jpg,"[0, 1, 2]","[308, 328, 516, 609]",face_swap&text_swap&video_swap,0
赵丽颖对马英九支持他表示感谢,./Data/videos/fake/video/FS/82.mp4,./Data/images/fake/image/FS/82.jpg,"[0, 1, 2]","[222, 424, 518, 811]",face_swap&text_swap&video_swap,0
新闻主播胡歌报道中国外交部发布关于对日本参议员持平采取反制措施的决定,./Data/videos/fake/video/FS/83.mp4,./Data/images/fake/image/FS/83.jpg,"[4, 5]","[220, 196, 466, 542]",face_swap&text_swap&video_swap,0
湖北女娃胡歌被养父收留感到幸运,./Data/videos/fake/video/FS/84.mp4,./Data/images/fake/image/FS/84.jpg,"[4, 5]","[309, 474, 417, 606]",face_swap&text_swap&video_swap,0
国家卫健委胡歌宣布育儿补贴申领正式全面开放,./Data/videos/fake/video/FS/85.mp4,./Data/images/fake/image/FS/85.jpg,"[5, 6]","[210, 276, 471, 647]",face_swap&text_swap&video_swap,0
作家胡歌遗憾发作品一直被拒稿,./Data/videos/fake/video/FS/86.mp4,./Data/images/fake/image/FS/86.jpg,"[2, 3]","[337, 163, 551, 447]",face_swap&text_swap&video_swap,0
主播胡歌报道国家主席就朝鲜国庆七十七周年向朝鲜最高领导人金正恩致贺电,./Data/videos/fake/video/FS/87.mp4,./Data/images/fake/image/FS/87.jpg,"[2, 3]","[235, 208, 482, 558]",face_swap&text_swap&video_swap,0
监管总局胡歌及时约谈主要外卖平台后平台快速响应,./Data/videos/fake/video/FS/88.mp4,./Data/images/fake/image/FS/88.jpg,"[4, 5]","[262, 237, 497, 572]",face_swap&text_swap&video_swap,0
新闻主播胡歌报道国务院批复同意新建两个国家级自然保护区,./Data/videos/fake/video/FS/89.mp4,./Data/images/fake/image/FS/89.jpg,"[4, 5]","[242, 230, 505, 606]",face_swap&text_swap&video_swap,0
国防部新闻发言人胡歌表示日本加速军事扩张发展远超专守防卫所需的军力,./Data/videos/fake/video/FS/90.mp4,./Data/images/fake/image/FS/90.jpg,"[8, 9]","[248, 272, 467, 552]",face_swap&text_swap&video_swap,0
公安局胡歌指出最危险的诈骗手段是下载他们自制的具有屏幕共享功能的社交软件,./Data/videos/fake/video/FS/91.mp4,./Data/images/fake/image/FS/91.jpg,"[3, 4]","[284, 332, 462, 576]",face_swap&text_swap&video_swap,0
演员胡歌采访称当年的每一个志愿军战士都是英雄,./Data/videos/fake/video/FS/92.mp4,./Data/images/fake/image/FS/92.jpg,"[2, 3]","[214, 142, 511, 558]",face_swap&text_swap&video_swap,0
海军新闻发言人胡歌介绍我国第三艘航空母舰福建舰赴南海相关海域开展科研试验,./Data/videos/fake/video/FS/93.mp4,./Data/images/fake/image/FS/93.jpg,"[7, 8]","[250, 201, 494, 543]",face_swap&text_swap&video_swap,0
演员胡歌回忆并分享对卖报歌的感受,./Data/videos/fake/video/FS/94.mp4,./Data/images/fake/image/FS/94.jpg,"[2, 3]","[310, 221, 465, 440]",face_swap&text_swap&video_swap,0
针灸医生胡歌演示增强体质的几种方法,./Data/videos/fake/video/FS/95.mp4,./Data/images/fake/image/FS/95.jpg,"[4, 5]","[313, 229, 429, 380]",face_swap&text_swap&video_swap,0
商务部副部长胡歌称本次会谈进行了坦诚深入的交流,./Data/videos/fake/video/FS/96.mp4,./Data/images/fake/image/FS/96.jpg,"[6, 7]","[220, 269, 469, 587]",face_swap&text_swap&video_swap,0
军人胡歌连救四人躺医院接受采访表示愧对母亲,./Data/videos/fake/video/FS/97.mp4,./Data/images/fake/image/FS/97.jpg,"[2, 3]","[118, 225, 430, 601]",face_swap&text_swap&video_swap,0
外交部发言人胡歌称美方日方执意以联合演训之名在日本部署地空中导系统,./Data/videos/fake/video/FS/98.mp4,./Data/images/fake/image/FS/98.jpg,"[6, 7]","[222, 228, 464, 570]",face_swap&text_swap&video_swap,0
国家发展改革委副秘书长胡歌表示支持引导有条件的地方发放生育保险生育津贴,./Data/videos/fake/video/FS/99.mp4,./Data/images/fake/image/FS/99.jpg,"[11, 12]","[254, 315, 544, 682]",face_swap&text_swap&video_swap,0
总台央视记者胡歌探访喜马拉雅山烟花秀举办地,./Data/videos/fake/video/FS/100.mp4,./Data/images/fake/image/FS/100.jpg,"[6, 7]","[382, 389, 436, 455]",face_swap&text_swap&video_swap,0
主播胡歌报道经中共中央批准中央纪委国家监委对桂林市委原书记进行审查,./Data/videos/fake/video/FS/101.mp4,./Data/images/fake/image/FS/101.jpg,"[2, 3]","[205, 222, 471, 582]",face_swap&text_swap&video_swap,0
中国工程院院士胡歌表示要珍惜现在的幸福生活,./Data/videos/fake/video/FS/102.mp4,./Data/images/fake/image/FS/102.jpg,"[7, 8]","[304, 369, 535, 681]",face_swap&text_swap&video_swap,0
九三阅兵海上无人作战方队领队胡歌表示未来无人机将登上航空母舰或两栖攻击舰,./Data/videos/fake/video/FS/103.mp4,./Data/images/fake/image/FS/103.jpg,"[14, 15]","[171, 276, 429, 623]",face_swap&text_swap&video_swap,0
飞行员胡歌采访称在海边执行任务遭遇攻击,./Data/videos/fake/video/FS/104.mp4,./Data/images/fake/image/FS/104.jpg,"[3, 4]","[205, 249, 630, 823]",face_swap&text_swap&video_swap,0
民警胡歌警惕大家小心诈骗,./Data/videos/fake/video/FS/105.mp4,./Data/images/fake/image/FS/105.jpg,"[2, 3]","[248, 273, 480, 606]",face_swap&text_swap&video_swap,0
胡歌夺得中国大满贯男单男双混双三项冠军,./Data/videos/fake/video/FS/106.mp4,./Data/images/fake/image/FS/106.jpg,"[0, 1]","[212, 133, 510, 562]",face_swap&text_swap&video_swap,0
主持人胡歌报道世界卫生组织近日发布的最新烟草趋势报告显示全球吸烟人数显著下降,./Data/videos/fake/video/FS/107.mp4,./Data/images/fake/image/FS/107.jpg,"[3, 4]","[234, 206, 487, 556]",face_swap&text_swap&video_swap,0
胡歌7年前的演讲依旧振聋发聩,./Data/videos/fake/video/FS/108.mp4,./Data/images/fake/image/FS/108.jpg,"[0, 1]","[157, 369, 468, 791]",face_swap&text_swap&video_swap,0
主持人胡歌报道哪吒二海外上映,./Data/videos/fake/video/FS/109.mp4,./Data/images/fake/image/FS/109.jpg,"[3, 4]","[160, 215, 424, 572]",face_swap&text_swap&video_swap,0
主持人胡歌报道中国兵器装备集团有限公司党组成员副总经理刘卫东涉嫌严重违纪违法,./Data/videos/fake/video/FS/110.mp4,./Data/images/fake/image/FS/110.jpg,"[3, 4]","[221, 166, 480, 532]",face_swap&text_swap&video_swap,0
南部战区新闻发言人胡歌空军大校表示中国人民解放军南部战区为南海海域进行例行巡航,./Data/videos/fake/video/FS/111.mp4,./Data/images/fake/image/FS/111.jpg,"[9, 10]","[213, 180, 472, 546]",face_swap&text_swap&video_swap,0
最高人民法院研究室主任胡歌报道目前我国外卖骑手的数量已经超过一千万,./Data/videos/fake/video/FS/112.mp4,./Data/images/fake/image/FS/112.jpg,"[11, 12]","[273, 258, 510, 576]",face_swap&text_swap&video_swap,0
央视主播胡歌报道习近平向美国当选总统特朗普致贺电,./Data/videos/fake/video/FS/113.mp4,./Data/images/fake/image/FS/113.jpg,"[4, 5]","[222, 238, 470, 575]",face_swap&text_swap&video_swap,0
主持人胡歌报道北上广深均宣布取消普通住宅和非普通住宅标准,./Data/videos/fake/video/FS/114.mp4,./Data/images/fake/image/FS/114.jpg,"[3, 4]","[229, 205, 470, 546]",face_swap&text_swap&video_swap,0
主持人胡歌报道深地塔可以井钻至地下9千米之后钻开了距今5亿年前的古老岩层,./Data/videos/fake/video/FS/115.mp4,./Data/images/fake/image/FS/115.jpg,"[3, 4]","[382, 437, 464, 548]",face_swap&text_swap&video_swap,0
民警胡歌讲述为什么家里不建议安装摄像头,./Data/videos/fake/video/FS/116.mp4,./Data/images/fake/image/FS/116.jpg,"[2, 3]","[240, 251, 427, 507]",face_swap&text_swap&video_swap,0
听小孩姐胡歌朗诵刚开口就感觉穿越了,./Data/videos/fake/video/FS/117.mp4,./Data/images/fake/image/FS/117.jpg,"[4, 5]","[107, 83, 504, 564]",face_swap&text_swap&video_swap,0
中央财办副主任胡歌称承包地是否流转决定权都在农户,./Data/videos/fake/video/FS/118.mp4,./Data/images/fake/image/FS/118.jpg,"[7, 8]","[210, 325, 503, 726]",face_swap&text_swap&video_swap,0
胡歌等了很久刚刚得知消息拐卖她的人贩子今天已经被执行死刑,./Data/videos/fake/video/FS/119.mp4,./Data/images/fake/image/FS/119.jpg,"[0, 1]","[216, 282, 511, 705]",face_swap&text_swap&video_swap,0
民警胡歌用喝茶普及智能诈骗,./Data/videos/fake/video/FS/120.mp4,./Data/images/fake/image/FS/120.jpg,"[2, 3]","[259, 290, 483, 611]",face_swap&text_swap&video_swap,0
主持人胡歌报道美国暂停对乌克兰的军事支持,./Data/videos/fake/video/FS/121.mp4,./Data/images/fake/image/FS/121.jpg,"[3, 4]","[204, 204, 475, 572]",face_swap&text_swap&video_swap,0
主持人胡歌报道国务院关税税则委员会发布公告对原产于美国的部分进口商品加征关税,./Data/videos/fake/video/FS/122.mp4,./Data/images/fake/image/FS/122.jpg,"[3, 4]","[199, 198, 472, 574]",face_swap&text_swap&video_swap,0
胡歌称参加了总书记主持召开的民营企业座谈会深刻地感受到了党中央对民营企业的支持,./Data/videos/fake/video/FS/123.mp4,./Data/images/fake/image/FS/123.jpg,"[0, 1]","[224, 159, 458, 486]",face_swap&text_swap&video_swap,0
海尔集团首席执行官胡歌称中国的海尔品牌得到越来越多海外消费者的喜爱,./Data/videos/fake/video/FS/124.mp4,./Data/images/fake/image/FS/124.jpg,"[9, 10]","[248, 169, 458, 437]",face_swap&text_swap&video_swap,0
教育部部长胡歌称大概不到六成的高中学生是在县域中学,./Data/videos/fake/video/FS/125.mp4,./Data/images/fake/image/FS/125.jpg,"[5, 6]","[235, 183, 463, 505]",face_swap&text_swap&video_swap,0
冬天来了医生胡歌教大家怎么在冬天减肥,./Data/videos/fake/video/FS/126.mp4,./Data/images/fake/image/FS/126.jpg,"[6, 7]","[204, 242, 419, 524]",face_swap&text_swap&video_swap,0
